prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
laboratory_test_name,"ABO Group, Rh Type, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Absolute Granulocyte,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Absolute Neutrophil Count (ANC), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Acetylcholine Receptor (AChR) Ab, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Acid Phosphatase (ACP), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Activated Partial Thromboplastin Time (APTT),,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Adenovirus Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Adenovirus, PCR, Quantitative, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Adiponectin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Adrenocorticotropin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alanine Aminotransferase (ALT or SGPT), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Alb/Glob ratio,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Albumin, %, Electrophoresis, Random Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Albumin, Electrophoresis, Timed Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Albumin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Albumin-Creatinine Ratio, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Aldolase, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Aldosterone, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alkaline Phosphatase, Bone, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alkaline Phosphatase, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 1 Globulin, %, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 1 Globulin, Electrophoresis, Random Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 1 Globulin, Electrophoresis, Timed Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 1 Globulin, Protein Electrophoresis, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 2 Globulin, %, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 2 Globulin, Electrophoresis, Random Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 2 Globulin, Electrophoresis, Timed Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha 2 Globulin, Protein Electrophoresis, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Alpha-1 Fetoprotein, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Aluminum, Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Ammonia, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Amylase, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anaplastic Lymphoma Kinase (ALK) Gene Arrangement, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Androstenedione, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anion Gap, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Anti-DsDNA,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Hbe Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-HCV Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Interleukin 15 Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 1 (1) Post-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 1 (1) Pre-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 1 (1) Random, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 10A (34) Post-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 10A (34) Pre-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 10A (34) Random, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 11A (43) Post-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 11A (43) Pre-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 11A (43) Random, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 12F (12) Post-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 12F (12) Pre-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 12F (12) Random, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Anti-Pneumococcal Antibody Serotype 14 (14) Post-Vaccination, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
